########################################
#100 instances for alpha 0.8 and cv 0.8
########################################
# 615	369	5005.303086799303	5638.385505349735
# 471	390	4408.589695147396	4408.589695147396
# 33	781	7285.7531599883805	8665.665000022585
# 61	932	6056.490862857058	6905.88266391912
# 393	897	6613.840768711863	8104.469424487139
# 788	517	8947.338425451278	9887.581334041646
# 195	882	7939.903585905686	8340.753416507749
# 49	901	6707.574183027763	7373.863308157152
# 561	896	5112.802930021831	6178.170686875105
# 768	463	5866.713229960915	5866.713229960915
# 394	349	5519.133318703444	5519.133318703444
# 2	780	5743.0105997533665	6346.806684615272
# 229	883	5994.3235575535655	6253.1142759146505
# 370	365	10919.500264207894	11836.402117769743
# 849	378	8399.667200362519	9346.832365605133
# 526	781	7780.795546885977	8317.928408533884
# 562	929	4538.197998228644	4823.707082944398
# 14	353	5017.530719070739	5781.764589347372
# 278	384	5214.907461373229	5395.532887432903
# 507	389	5673.805055871515	5967.626421849402
# 352	785	9273.280720355124	11606.531660805282
# 217	347	7660.844389993246	8865.138444170323
# 561	239	5689.142852719118	6246.615279224933
# 660	920	6947.356864992204	7706.086449982313
# 225	348	7000.229600882063	7308.725604688253
# 284	376	6705.042443156938	6952.744660631098
# 723	911	7419.557462077847	7501.866135891074
# 893	379	8830.813183427603	9344.440207050116
# 393	910	7034.251010672742	7537.478434370816
# 149	930	6254.1763292404485	6398.8641217907825
# 214	443	7173.964276218335	8539.859508166677
# 875	378	7196.196468362761	7196.196468362761
# 96	801	5419.2661016107195	6263.946441375611
# 917	911	10309.253402598606	11232.946064767544
# 608	894	5962.088683026403	6033.321970745039
# 171	892	6207.478151734489	6469.082610105641
# 365	255	9100.156533868818	9973.290553464383
# 217	911	8097.561274409545	8903.78013849264
# 525	248	6443.194981802311	7191.060118436981
# 98	914	5864.770460874139	6162.542985610502
# 146	378	5157.769870078203	5797.867417411778
# 509	390	6153.123531111372	6447.821192537759
# 470	918	5776.248115375206	6035.697546341258
# 202	879	7334.507695841695	7893.910032418809
# 477	383	4071.017647466457	4945.907958088692
# 792	898	8698.577451549065	10587.419337474848
# 927	743	7703.333684353575	7877.469971047796
# 213	910	7919.816723654119	8398.887132488886
# 635	925	5026.759307108249	5310.725874309704
# 827	922	6001.500921124141	6757.509176879248
# 488	464	3939.295229987052	4104.6931642203235
# 924	894	10297.133447936323	11250.211587638834
# 45	899	6051.071097302759	7151.674442940905
# 886	255	7303.264113587091	8633.849604757877
56	387	6803.287086208793	7637.099498997612
630	781	5201.132023770103	6104.131373920503
462	743	7222.9743755118625	7395.784147040993
736	418	5786.328701689903	5794.361309634607
376	929	9179.693988271396	11009.10016877987
241	383	8929.156257907252	10434.985076649615
704	373	5219.402161037382	5874.828766818794
472	928	3695.3196643264255	3695.3196643264255
850	374	7693.066945104057	8263.084857330428
748	381	7047.240585936322	7609.849488822997
88	382	4896.333195983203	4896.333195983203
258	365	8497.203669169932	9191.443419674773
7	335	5068.104563468414	5068.104563468414
103	919	6482.363260941082	7208.15319971789
483	389	4174.618550079389	4464.602495997162
665	923	6872.898081306046	7938.318817544103
264	780	5121.648421619159	5209.65061283971
471	786	4895.783644193101	5900.7826805038485
727	362	6518.705507793163	6877.480024007958
531	239	6677.9894082965075	7209.651450799363
884	740	7486.174616554954	7502.95304468599
858	921	7144.779050885215	7919.141040913187
549	884	5410.531752226256	5876.2050738011085
412	198	5317.468655221137	5659.313245592792
263	377	6225.390006992244	6913.777423935861
812	920	5467.065315242969	5467.065315242969
288	917	6464.581121834039	7251.342537301076
219	929	7681.8805802504	8824.795971710402
247	443	8172.256707061165	11030.84950670845
838	255	5496.104275613531	5645.27639595193
103	782	6453.24664845225	6929.962930231431
758	348	7897.930499562378	8197.925094686894
535	895	4415.397303982602	4415.397303982602
213	518	8298.251451133274	8701.043049028503
547	891	5622.6531808539785	6065.934218385053
823	198	5975.880555047164	6291.695054710283
415	442	5500.645055846288	5762.264352911814
716	910	7191.223834372369	7715.932117161825
308	915	9346.39148647875	10290.346292954873
432	879	6066.80660150569	6428.593749757974
326	383	4208.730904664668	4442.158211660578
828	255	5211.011155183399	5224.188049494743
639	383	3705.108927501992	4866.39961307009
427	330	5561.111739687587	5582.495286201414
426	883	5720.051516214262	5720.051516214262
563	330	4768.673463934803	4973.7099294545
