########################################
#100 instances for alpha 0.8 and cv 0.8
########################################
615	369	4952.583676439725	5604.946407646043
471	390	4388.495627137713	4388.495627137713
33	781	7080.472255176677	8474.764314691944
61	932	5793.109228416757	6401.012715650102
393	897	6536.208587861052	7850.679378026327
788	517	8541.006469597613	9301.407944727773
195	882	7751.401420637532	8193.767641850021
49	901	6562.90998550958	7261.10643336793
561	896	5008.036419219657	6125.741303255838
768	463	5800.551511308942	5800.551511308942
394	349	5453.044414458734	5453.044414458734
2	780	5641.422528013823	6307.089174462738
229	883	5875.033036724133	6132.399556416672
370	365	10560.990204502128	11480.51333942777
849	378	8154.755360340395	9072.391605627345
526	781	7406.9313045315	7956.35537055138
562	929	4460.7383613961765	4791.566138177759
14	353	4875.220463574229	5717.418393527229
278	384	5184.585036433446	5366.110098497223
507	389	5491.113879904642	5739.906347564491
352	785	9195.740164459732	11276.78634780883
217	347	7400.756968655014	8650.653773208676
561	239	5510.559871538452	6174.707279466629
660	920	6728.597210842314	7595.862376563532
225	348	6796.778084949233	7044.258773368505
284	376	6443.985692203169	6758.010479608442
723	911	7177.704140158895	7295.353625458989
893	379	8599.671628803979	9046.467685674132
393	910	6748.24968857031	7233.638028339107
149	930	6122.844070962026	6326.458612393115
214	443	6938.5327333252535	8285.852683546456
875	378	7135.324885569634	7135.324885569634
96	801	5238.270588323649	6065.577893730097
917	911	9962.836374398807	10881.007083384302
608	894	5813.8432530332675	5898.073568040699
171	892	6156.860280128261	6420.53727472733
365	255	8785.843715731342	9681.007439518198
217	911	7778.627990262478	8528.64994586658
525	248	6204.168819103204	6919.827388474918
98	914	5679.700436980117	5928.446038134576
146	378	5101.165834114961	5738.519210658878
509	390	5931.658214997422	6182.1034395998395
470	918	5719.147314881756	5977.5813816050495
202	879	7251.601643567866	7827.643219133555
477	383	4033.076175715086	4931.370018823437
792	898	8394.952333567302	10281.684797490952
927	743	7409.499293726991	7657.71368269691
213	910	7621.656120122584	8087.374389783858
635	925	4871.946777487777	5134.181981062369
827	922	5783.932270546247	6643.186477527243
488	464	3888.708367718491	4060.27035796615
924	894	9963.46718192931	10915.685911342003
45	899	5925.725213244794	7056.422570059608
886	255	7249.112868781811	8391.135247387312
56	387	6489.900808630356	7044.537399121052
630	781	5125.226088056354	6033.208912009149
462	743	6933.09789959648	7179.997890023528
736	418	5558.011157079782	5735.6939790484275
376	929	8857.948624059307	10657.415974168396
241	383	8875.271216397778	10305.0451796711
704	373	5129.182765380346	5784.303834773606
472	928	3670.405025740676	3670.405025740676
850	374	7386.1052302595745	7946.258539356383
748	381	6966.948298283235	7545.572131783991
88	382	4841.325565797021	4841.325565797021
258	365	8199.90743111006	8862.285215787495
7	335	4985.705371908671	4985.705371908671
103	919	6268.349638385553	6997.27107792287
483	389	4085.7030633947456	4348.424334502378
665	923	6636.437320356266	7777.680578216377
264	780	5097.648809829754	5193.8415631352855
471	786	4873.173234346488	5849.168910825023
727	362	6328.313852495467	6696.952003925413
531	239	6374.282813569914	6931.529573222061
884	740	7404.985038954797	7414.329893158024
858	921	6925.013082926029	7778.6463041994675
549	884	5304.577050593134	5784.316771676151
412	198	5188.883408542387	5453.260613602775
263	377	6035.4967150477	6790.111738881152
812	920	5426.878991349521	5426.878991349521
288	917	6434.833154232858	7184.12270929277
219	929	7429.030119013871	8690.568922657996
247	443	8128.054904066373	10714.497650431149
838	255	5468.2418594248575	5618.613077187549
103	782	6246.952707020169	6712.5392315315285
758	348	7637.9170725199765	7881.520081684132
535	895	4354.295920144678	4354.295920144678
213	518	7947.914656996338	8199.669880758393
547	891	5486.100846778935	5988.427884957582
823	198	5757.6733083136705	6109.821636122017
415	442	5470.604351291089	5733.621383134829
716	910	6888.915452184794	7459.067213604468
308	915	9042.589154021118	10014.67400660031
432	879	5928.520159351955	6322.044159562985
326	383	4189.098632039988	4426.496402413256
828	255	5187.63041196246	5197.502262318232
639	383	3680.705341521109	4811.077220741413
427	330	5422.75991370521	5445.232801887657
426	883	5582.571394595037	5582.571394595037
563	330	4672.986949741841	4903.7422689132545
