1;547;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.9316229225, 0.9316229225, 0.0], [0.0, -0.9316229225, 0.9316229225], [0.0, 0.0, -0.9316229225]]
2;548;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.9191198041, 0.9191198041, 0.0], [0.0, -0.9191198041, 0.9191198041], [0.0, 0.0, -0.9191198041]]
3;549;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.9177656148, 0.9177656148, 0.0], [0.0, -0.9177656148, 0.9177656148], [0.0, 0.0, -0.9177656148]]
4;550;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.9288997687, 0.9288997687, 0.0], [0.0, -0.9288997687, 0.9288997687], [0.0, 0.0, -0.9288997687]]
5;551;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.9613757145, 0.9613757145, 0.0], [0.0, -0.9613757145, 0.9613757145], [0.0, 0.0, -0.9613757145]]
6;552;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.8969260048, 0.8969260048, 0.0], [0.0, -0.8969260048, 0.8969260048], [0.0, 0.0, -0.8969260048]]
7;553;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.8981464393, 0.8981464393, 0.0], [0.0, -0.8981464393, 0.8981464393], [0.0, 0.0, -0.8981464393]]
8;554;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.9284976138, 0.9284976138, 0.0], [0.0, -0.9284976138, 0.9284976138], [0.0, 0.0, -0.9284976138]]
9;555;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.9055890655, 0.9055890655, 0.0], [0.0, -0.9055890655, 0.9055890655], [0.0, 0.0, -0.9055890655]]
10;556;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.9224340409, 0.9224340409, 0.0], [0.0, -0.9224340409, 0.9224340409], [0.0, 0.0, -0.9224340409]]
11;557;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.8872450009, 0.8872450009, 0.0], [0.0, -0.8872450009, 0.8872450009], [0.0, 0.0, -0.8872450009]]
12;558;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.9271206372, 0.9271206372, 0.0], [0.0, -0.9271206372, 0.9271206372], [0.0, 0.0, -0.9271206372]]
