1;547;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.6099971244, 0.6099971244, 0.0], [0.0, -0.6099971244, 0.6099971244], [0.0, 0.0, -0.6099971244]]
2;548;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.609938954, 0.609938954, 0.0], [0.0, -0.609938954, 0.609938954], [0.0, 0.0, -0.609938954]]
3;549;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.6192208713, 0.6192208713, 0.0], [0.0, -0.6192208713, 0.6192208713], [0.0, 0.0, -0.6192208713]]
4;550;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.6166125982, 0.6166125982, 0.0], [0.0, -0.6166125982, 0.6166125982], [0.0, 0.0, -0.6166125982]]
5;551;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.6190661772, 0.6190661772, 0.0], [0.0, -0.6190661772, 0.6190661772], [0.0, 0.0, -0.6190661772]]
6;552;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.6070036854, 0.6070036854, 0.0], [0.0, -0.6070036854, 0.6070036854], [0.0, 0.0, -0.6070036854]]
7;553;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.6043080341, 0.6043080341, 0.0], [0.0, -0.6043080341, 0.6043080341], [0.0, 0.0, -0.6043080341]]
8;554;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.6126530782, 0.6126530782, 0.0], [0.0, -0.6126530782, 0.6126530782], [0.0, 0.0, -0.6126530782]]
9;555;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.6017233233, 0.6017233233, 0.0], [0.0, -0.6017233233, 0.6017233233], [0.0, 0.0, -0.6017233233]]
10;556;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.626693517, 0.626693517, 0.0], [0.0, -0.626693517, 0.626693517], [0.0, 0.0, -0.626693517]]
11;557;145.0;62.11224;[1.0, 0.0, 0.0];[[-0.6126579662, 0.6126579662, 0.0], [0.0, -0.6126579662, 0.6126579662], [0.0, 0.0, -0.6126579662]]
