1	547	weibull_min	(2.744356223835195, -1.152285683923905, 6.943256707591865)
2	548	lognorm	(0.048794047966977006, -41.42098847155387, 46.26057357100595)
3	549	weibull_min	(2.529627703440509, -0.8503299477430097, 6.240101691138795)
4	550	gamma	(680.7829273229804, -58.53682406955524, 0.09309737023872389)
5	551	gamma	(242.07947709021164, -34.0191925611754, 0.1603451376319821)
6	552	gamma	(45.906257396490346, -11.69898886860521, 0.36163070403915326)
7	553	gamma	(26.79868127207549, -7.751976886396413, 0.4638833686588675)
8	554	weibull_min	(2.733500318170579, -1.2978709347552513, 6.717515176887617)
9	555	weibull_min	(3.1091362840086587, -1.9372141929829922, 7.45803538470258)
10	556	lognorm	(0.03687916266326949, -58.59384341279389, 63.51410317642403)
11	557	gamma	(106285.41442028145, -749.5397263633317, 0.007099621921842591)
12	558	weibull_min	(2.9187837976711437, -1.4824570503066161, 7.394889213708007)
13	559	weibull_min	(3.1583242017868725, -2.026845638843655, 7.5787572206810605)
14	560	gamma	(52.86510786912897, -12.460240847830121, 0.32951211231872646)
15	561	gamma	(210.15253517308543, -31.646343428612028, 0.17507113870014857)
16	562	lognorm	(0.06024992282985629, -36.12495500930584, 40.93324200270946)
17	563	gamma	(52.78293081352318, -11.838766906784686, 0.3180296946826301)
18	564	gamma	(207.3168705441178, -29.450097267899316, 0.16587938049747356)
19	565	lognorm	(0.060535106973895976, -32.83062896747798, 37.75426819056001)
20	566	gamma	(44.025528829424815, -11.549090706933233, 0.3724511925543691)
21	567	gamma	(100.57932731353435, -19.915757492974322, 0.24733380066535898)
22	568	gamma	(42.377079787895205, -10.591052257734429, 0.3679660695712012)
23	569	gamma	(64.37489672857723, -13.899450943155347, 0.294475015274672)
24	570	gamma	(29.848182439212657, -8.795578292459865, 0.4561240202661859)
25	571	gamma	(149.69953404343903, -24.18076782396699, 0.1934569528012483)
26	572	lognorm	(0.09627433263735595, -20.651773205599156, 25.309593305596664)
27	573	gamma	(1671.7032983745394, -89.04136207056965, 0.056212306516695135)
28	574	gamma	(35.418484636199935, -9.692685641703935, 0.41299702185077325)
29	575	weibull_min	(2.9218299876027514, -1.3624649046004604, 6.760311444755782)
30	576	lognorm	(0.11949999197865482, -15.749278524504405, 20.688704414989928)
31	577	lognorm	(0.019430578102350632, -111.43051152616454, 116.26542830589824)
32	578	lognorm	(0.13886495390373288, -11.878542559114846, 16.435237315522993)
33	579	gamma	(37.460675948537386, -9.905162266563977, 0.39514345482474306)
34	580	gamma	(27.5906823511138, -7.62513223952018, 0.4526568128802164)
35	581	weibull_min	(2.8356014041603688, -1.048630978064633, 6.811095751570891)
36	582	lognorm	(0.06860576760117333, -29.636150739654575, 34.490542902194974)
37	583	lognorm	(0.08724958164485203, -22.137952526503806, 27.02775809360651)
38	584	lognorm	(0.09843938768717417, -20.465762987465403, 25.26877424534812)
39	585	lognorm	(0.0690317764956348, -29.040280346283584, 33.87679626745779)
40	586	lognorm	(0.13027418834551246, -13.403173428813153, 18.029080839366678)
41	587	lognorm	(0.07078250547097117, -28.379502268905355, 33.29245176677996)
42	588	gamma	(120.1379725643493, -21.4468291992072, 0.21978583646732208)
43	589	gamma	(158.0096460871648, -25.039174489155457, 0.1891700043907013)
44	590	gamma	(28.190569387362213, -7.9260402549194, 0.44570739750832267)
45	591	gamma	(30.122894166762624, -8.391147657690086, 0.44242525822611134)
46	592	weibull_min	(2.853277935110934, -1.7470909743198508, 7.233043735916741)
47	593	lognorm	(0.14594010321140166, -11.762757825444503, 16.51675030273864)
48	594	lognorm	(0.03292501890893556, -67.54054300594437, 72.69506176868202)
49	595	gamma	(18.338752017600584, -6.0356960763839655, 0.5868323897608532)
50	596	weibull_min	(2.6336100679330317, -0.9909763648601773, 6.623374692560938)
51	597	lognorm	(0.04041388133584141, -55.38179021334856, 60.38532215021792)
52	598	weibull_min	(3.053901949394776, -1.8378310475029398, 7.32438441775305)
53	599	lognorm	(0.11761299810318587, -14.841915013612732, 19.48655025834999)
54	600	weibull_min	(2.9280674777553144, -1.489680905475651, 6.95627151292183)
55	601	weibull_min	(2.6169783121525376, -0.9565458142151113, 6.769096009136295)
56	602	weibull_min	(3.4972879360572726, -2.487071720901013, 8.463115165403398)
57	603	lognorm	(0.0713876098367087, -28.662396489034926, 33.29283104021966)
58	604	lognorm	(0.06434509901329213, -32.16821217173698, 37.052285996440006)
59	605	gamma	(2043.4506574459647, -104.10209584916907, 0.053324990290836594)
60	606	gamma	(24.595649374215625, -7.5358850172211405, 0.49676620019344275)
61	607	lognorm	(0.06781132759759301, -30.519932508214126, 35.404898924919046)
62	608	lognorm	(0.06640415550176773, -29.27002485971459, 34.05308820322156)
63	609	lognorm	(0.07073328028012538, -28.080588444685226, 33.06388591355653)
64	610	gamma	(79.78341404171232, -15.723301774839967, 0.26012413888997266)
65	611	gamma	(236.05644277457662, -31.000246924025156, 0.1519952575334127)
66	612	gamma	(96.00598938733472, -18.364681779308746, 0.2425465881924842)
67	613	weibull_min	(2.669839040037743, -1.2646424007389796, 6.700809860389433)
68	614	weibull_min	(2.962274902893965, -1.397309661688448, 6.923165496710302)
69	615	lognorm	(0.061129703198987626, -34.368147853339124, 39.23322815595)
70	616	weibull_min	(2.807479019101738, -1.4835858037731895, 7.0153669736159125)
71	617	gamma	(106447.18946713928, -778.9949268640318, 0.007365153850114278)
72	618	gamma	(25.485568968565893, -7.6509211832523505, 0.4846025361496158)
73	619	lognorm	(0.10556040177753545, -18.3537117507003, 23.018906692718808)
74	620	weibull_min	(3.2667464395471497, -1.8338902833476405, 7.772216797294947)
75	621	lognorm	(0.0795066203520105, -24.03204093810391, 29.001069228442184)
76	622	lognorm	(0.0698595219777584, -29.35749513638119, 34.211752769056574)
77	623	weibull_min	(3.172180423978743, -1.7859739308022298, 7.635325639088588)
78	624	lognorm	(0.10571886794010842, -17.933453214065786, 22.786369863577935)
79	625	gamma	(46.515507983405904, -11.857588763226207, 0.36007191158887525)
80	626	gamma	(429.1463602701259, -43.464695582498265, 0.11295312280361176)
81	627	gamma	(55.84828112345636, -12.65917450561438, 0.31555775220767307)
82	628	weibull_min	(2.56525653307801, -0.9715529566664269, 6.420298772961461)
83	629	gamma	(80.12855066053541, -16.596096905391803, 0.2689731868622819)
84	630	lognorm	(0.08504571122626597, -23.040508172871256, 27.785144314199613)
85	631	gamma	(18.882889158677596, -5.933290525882427, 0.5696704279616025)
86	632	gamma	(77.76493252713843, -16.297825032872097, 0.27239756183045993)
87	633	lognorm	(0.09394345684521399, -20.246265942192124, 25.02214276120236)
88	634	lognorm	(0.1369741792990442, -12.936409866677373, 17.61765941936701)
89	635	weibull_min	(3.0047202766953367, -1.3287985606239345, 7.236806387207111)
90	636	gamma	(116.14258059127721, -21.804489737891934, 0.23082693058308223)
91	637	gamma	(100.43534369667171, -18.94973213936686, 0.23770873396458303)
92	638	gamma	(38.68069298544256, -10.137084408597193, 0.38658317437410233)
93	639	gamma	(44314.24195608444, -511.38486317723437, 0.011650766814872596)
94	640	gamma	(33.16437686539659, -8.719858491416243, 0.41099255151631064)
95	641	gamma	(21.22399885827823, -6.570924602908035, 0.5412009065602967)
96	642	gamma	(1230.2247152705777, -76.04884484487093, 0.06585307648690952)
97	643	lognorm	(0.06389667791991976, -31.789185749290418, 36.54583896571524)
98	644	gamma	(184.35917307080183, -27.594902316362194, 0.17632699514087474)
99	645	weibull_min	(2.80963998108198, -1.2202167530689758, 6.7843676524301)
100	646	weibull_min	(3.036732557130705, -1.572763649709716, 7.003526427805904)
101	647	gamma	(91.00193148432777, -16.681484857941257, 0.23670402832993453)
102	648	weibull_min	(2.609598471976499, -1.2100026997338618, 6.98915431758765)
103	649	weibull_min	(2.571660113201538, -1.0146222042887847, 6.688003094342413)
104	650	gamma	(201.90671260752242, -29.965919604204707, 0.1726641668989944)
105	651	weibull_min	(2.796223662095331, -1.3764878178010767, 7.2065165772320015)
106	652	gamma	(2428.2174664925356, -112.4495451964612, 0.048352914842803824)
107	653	weibull_min	(2.74538850907671, -1.2193980862261662, 6.828294054503623)
108	654	lognorm	(0.04112843728006725, -52.31652466673814, 57.24232485903711)
109	655	gamma	(51.88606234469087, -12.957419009752012, 0.34312890614862235)
110	656	gamma	(27.607477837678786, -7.792569760510608, 0.4672092059571611)
111	657	gamma	(190923.66589405606, -1038.8756770370792, 0.0054669596927809936)
112	658	gamma	(66.22301469112085, -15.058634537683071, 0.30033334985860877)
113	659	gamma	(24.290818869239374, -7.616399396190048, 0.5140436743341286)
114	660	weibull_min	(2.4813775163744665, -0.9712129717410989, 6.419693506499057)
115	661	lognorm	(0.07657936590987949, -24.878628357887152, 29.682819064888065)
116	662	weibull_min	(2.867647333492931, -1.496536761538013, 7.301692210281027)
117	663	gamma	(15.304777197226942, -5.193065822909109, 0.6614980990865211)
118	664	lognorm	(0.07804172578435778, -25.004678034393073, 29.8495030228661)
119	665	gamma	(16.309542868172485, -5.458875826488339, 0.629263861388989)
120	666	weibull_min	(2.70694408949797, -1.1796239134337723, 7.0085416844042285)
121	667	gamma	(32.47435277421026, -8.914089420865164, 0.425460761971001)
122	668	lognorm	(0.07792955610029606, -27.67318713069841, 32.47844222569994)
123	669	weibull_min	(2.6132227742790564, -1.0264627281246428, 6.517721565539123)
124	670	lognorm	(0.09982812194236573, -18.539144990404097, 23.4029401853577)
