########################################
#Creatin 40 instances with tightness: 0.6
########################################
615	369	5258.536054219476
471	390	4408.589695147396
33	781	7837.717896002063
61	932	6396.247583281883
393	897	7210.092231021974
788	517	9323.435588887425
195	882	8100.243518146511
49	901	6974.089833079518
561	896	5538.950032763141
768	463	5866.713229960915
394	349	5519.133318703444
2	780	5984.529033698129
229	883	6097.839844898
370	365	11286.261005632634
849	378	8778.533266459564
526	781	7995.64869154514
562	929	4652.401632114946
14	353	5323.224267181392
278	384	5287.1576317970985
507	389	5791.33360226267
352	785	10206.581096535187
217	347	8142.562011664077
561	239	5912.131823321444
660	920	7250.848698988248
225	348	7123.628002404539
284	376	6804.123330146602
723	911	7452.480931603138
893	379	9036.263992876608
393	910	7235.541980151972
149	930	6312.051446260582
214	443	7720.322368997672
875	378	7196.196468362761
96	801	5757.138237516676
917	911	10678.730467466181
608	894	5990.5819981138575
171	892	6312.11993508295
365	255	9449.410141707043
217	911	8420.048820042783
525	248	6742.341036456179
98	914	5983.879470768684
