1	547	145	62.11224	[0.8474143789, 0.0, 0.1535866221]	[[-0.4692763865, 0.4692763865, 0.0], [0.0, -0.4692763865, 0.0], [0.0, 0.0, -0.113672394]]	-2522.338052656701
2	548	145	62.11224	[0.8270723148, 0.0, 0.1739286862]	[[-0.4832962676, 0.4832962676, 0.0], [0.0, -0.4832962676, 0.0], [0.0, 0.0, -0.1165085209]]	-2516.7241731999957
3	549	145	62.11224	[0.8198309273, 0.0, 0.1811700737]	[[-0.4918233645, 0.4918233645, 0.0], [0.0, -0.4918233645, 0.0], [0.0, 0.0, -0.0981383214]]	-2560.4983531158814
4	550	145	62.11224	[0.8359292397, 0.0, 0.1650717613]	[[-0.4848438995, 0.4848438995, 0.0], [0.0, -0.4848438995, 0.0], [0.0, 0.0, -0.0963117339]]	-2547.9668716070473
5	551	145	62.11224	[0.863794912, 0.0, 0.137206089]	[[-0.4396055711, 0.4396055711, 0.0], [0.0, -0.4396055711, 0.0], [0.0, 0.0, -0.0950968865]]	-2592.0631633353637
6	552	145	62.11224	[0.8767503622, 0.0, 0.1242506389]	[[-0.4948980257, 0.4948980257, 0.0], [0.0, -0.4948980257, 0.0], [0.0, 0.0, -0.0950886792]]	-2477.8469706809033
7	553	145	62.11224	[0.8492363978, 0.0, 0.1517646032]	[[-0.4809330395, 0.4809330395, 0.0], [0.0, -0.4809330395, 0.0], [0.0, 0.0, -0.1036704183]]	-2517.2777663172333
8	554	145	62.11224	[0.8376120049, 0.0, 0.1633889961]	[[-0.4736140904, 0.4736140904, 0.0], [0.0, -0.4736140904, 0.0], [0.0, 0.0, -0.1045498146]]	-2550.843162113067
9	555	145	62.11224	[0.8157559202, 0.0, 0.1852450808]	[[-0.4926436568, 0.4926436568, 0.0], [0.0, -0.4926436568, 0.0], [0.0, 0.0, -0.1030504087]]	-2549.1191413049582
10	556	145	62.11224	[0.8432392413, 0.0, 0.1577617597]	[[-0.4795404484, 0.4795404484, 0.0], [0.0, -0.4795404484, 0.0], [0.0, 0.0, -0.0977474967]]	-2546.135529426816
11	557	145	62.11224	[0.8320070713, 0.0, 0.1689939297]	[[-0.4895318501, 0.4895318501, 0.0], [0.0, -0.4895318501, 0.0], [0.0, 0.0, -0.1183156603]]	-2491.3928330716717
12	558	145	62.11224	[0.8684709662, 0.0, 0.1325300349]	[[-0.4749552329, 0.4749552329, 0.0], [0.0, -0.4749552329, 0.0], [0.0, 0.0, -0.0936755241]]	-2525.1569196202518
13	559	145	62.11224	[0.8279814974, 0.0, 0.1730195036]	[[-0.4963038246, 0.4963038246, 0.0], [0.0, -0.4963038246, 0.0], [0.0, 0.0, -0.1036879057]]	-2521.5985621907125
14	560	145	62.11224	[0.8934956307, 0.0, 0.1075053703]	[[-0.4840852794, 0.4840852794, 0.0], [0.0, -0.4840852794, 0.0], [0.0, 0.0, -0.0955040648]]	-2471.9875102576366
15	561	145	62.11224	[0.821602425, 0.0, 0.179398576]	[[-0.4995363482, 0.4995363482, 0.0], [0.0, -0.4995363482, 0.0], [0.0, 0.0, -0.1051787769]]	-2524.1735808423186
16	562	145	62.11224	[0.8334137685, 0.0, 0.1675872325]	[[-0.4747573539, 0.4747573539, 0.0], [0.0, -0.4747573539, 0.0], [0.0, 0.0, -0.105229551]]	-2545.3812244137844
17	563	145	62.11224	[0.8735814831, 0.0, 0.1274195179]	[[-0.4887429564, 0.4887429564, 0.0], [0.0, -0.4887429564, 0.0], [0.0, 0.0, -0.0993283126]]	-2486.9945380434037
18	564	145	62.11224	[0.8586161818, 0.0, 0.1423848192]	[[-0.4789424415, 0.4789424415, 0.0], [0.0, -0.4789424415, 0.0], [0.0, 0.0, -0.1082449769]]	-2499.5683988383485
19	565	145	62.11224	[0.8766904179, 0.0, 0.1243105831]	[[-0.4763617852, 0.4763617852, 0.0], [0.0, -0.4763617852, 0.0], [0.0, 0.0, -0.1003170034]]	-2497.492415797852
20	566	145	62.11224	[0.8248368512, 0.0, 0.1761641498]	[[-0.5296768708, 0.5296768708, 0.0], [0.0, -0.5296768708, 0.0], [0.0, 0.0, -0.0988416428]]	-2495.103340774398
21	567	145	62.11224	[0.8027423211, 0.0, 0.1982586799]	[[-0.4905746377, 0.4905746377, 0.0], [0.0, -0.4905746377, 0.0], [0.0, 0.0, -0.1102506728]]	-2542.90812802982
22	568	145	62.11224	[0.9153645487, 0.0, 0.0856364523]	[[-0.4671413452, 0.4671413452, 0.0], [0.0, -0.4671413452, 0.0], [0.0, 0.0, -0.0929504916]]	-2476.753084572607
23	569	145	62.11224	[0.8739945709, 0.0, 0.1270064301]	[[-0.4549485074, 0.4549485074, 0.0], [0.0, -0.4549485074, 0.0], [0.0, 0.0, -0.0890588549]]	-2561.5627460792884
24	570	145	62.11224	[0.8218543417, 0.0, 0.1791466593]	[[-0.4813845281, 0.4813845281, 0.0], [0.0, -0.4813845281, 0.0], [0.0, 0.0, -0.108661846]]	-2544.534235902446
25	571	145	62.11224	[0.8114713055, 0.0, 0.1895296955]	[[-0.4791757851, 0.4791757851, 0.0], [0.0, -0.4791757851, 0.0], [0.0, 0.0, -0.1077311482]]	-2558.887411919352
26	572	145	62.11224	[0.8822006151, 0.0, 0.1188003859]	[[-0.4860833055, 0.4860833055, 0.0], [0.0, -0.4860833055, 0.0], [0.0, 0.0, -0.0977961033]]	-2474.635901617928
27	573	145	62.11224	[0.8436749994, 0.0, 0.1573260016]	[[-0.4916077312, 0.4916077312, 0.0], [0.0, -0.4916077312, 0.0], [0.0, 0.0, -0.0917171998]]	-2538.032706595236
28	574	145	62.11224	[0.8687753431, 0.0, 0.1322256579]	[[-0.4967872737, 0.4967872737, 0.0], [0.0, -0.4967872737, 0.0], [0.0, 0.0, -0.0977893993]]	-2482.486920435012
29	575	145	62.11224	[0.8408089342, 0.0, 0.1601920668]	[[-0.4803245431, 0.4803245431, 0.0], [0.0, -0.4803245431, 0.0], [0.0, 0.0, -0.1007216924]]	-2537.152324074831
30	576	145	62.11224	[0.8362330347, 0.0, 0.1647679663]	[[-0.4854789575, 0.4854789575, 0.0], [0.0, -0.4854789575, 0.0], [0.0, 0.0, -0.1043785688]]	-2525.9711705802874
31	577	145	62.11224	[0.8250732511, 0.0, 0.1759277499]	[[-0.472693416, 0.472693416, 0.0], [0.0, -0.472693416, 0.0], [0.0, 0.0, -0.0929451208]]	-2595.5745932038867
32	578	145	62.11224	[0.8283450386, 0.0, 0.1726559624]	[[-0.4911587732, 0.4911587732, 0.0], [0.0, -0.4911587732, 0.0], [0.0, 0.0, -0.1029163835]]	-2530.189100931728
33	579	145	62.11224	[0.8525066074, 0.0, 0.1484943936]	[[-0.4823842175, 0.4823842175, 0.0], [0.0, -0.4823842175, 0.0], [0.0, 0.0, -0.1038682024]]	-2509.20961736534
34	580	145	62.11224	[0.7964226973, 0.0, 0.2045783037]	[[-0.5048966271, 0.5048966271, 0.0], [0.0, -0.5048966271, 0.0], [0.0, 0.0, -0.1093841609]]	-2537.0061895834788
35	581	145	62.11224	[0.8257498738, 0.0, 0.1752511272]	[[-0.5181197658, 0.5181197658, 0.0], [0.0, -0.5181197658, 0.0], [0.0, 0.0, -0.1025340938]]	-2494.9496733655933
36	582	145	62.11224	[0.7983207324, 0.0, 0.2026802686]	[[-0.5126280234, 0.5126280234, 0.0], [0.0, -0.5126280234, 0.0], [0.0, 0.0, -0.0986728099]]	-2553.591671660037
37	583	145	62.11224	[0.8932154067, 0.0, 0.1077855943]	[[-0.4488915393, 0.4488915393, 0.0], [0.0, -0.4488915393, 0.0], [0.0, 0.0, -0.1193816447]]	-2504.8534861330695
38	584	145	62.11224	[0.8718123493, 0.0, 0.1291886517]	[[-0.4727975965, 0.4727975965, 0.0], [0.0, -0.4727975965, 0.0], [0.0, 0.0, -0.1001468545]]	-2506.159416710595
39	585	145	62.11224	[0.8540884834, 0.0, 0.1469125176]	[[-0.5079861441, 0.5079861441, 0.0], [0.0, -0.5079861441, 0.0], [0.0, 0.0, -0.1043835073]]	-2469.829784137732
40	586	145	62.11224	[0.8688539783, 0.0, 0.1321470227]	[[-0.4599996263, 0.4599996263, 0.0], [0.0, -0.4599996263, 0.0], [0.0, 0.0, -0.0963686242]]	-2541.368322532946
41	587	145	62.11224	[0.8065480643, 0.0, 0.1944529367]	[[-0.4984672294, 0.4984672294, 0.0], [0.0, -0.4984672294, 0.0], [0.0, 0.0, -0.1013413971]]	-2557.5309923804516
42	588	145	62.11224	[0.8334294632, 0.0, 0.1675715378]	[[-0.5154001206, 0.5154001206, 0.0], [0.0, -0.5154001206, 0.0], [0.0, 0.0, -0.1023655202]]	-2490.110736234542
43	589	145	62.11224	[0.811058718, 0.0, 0.189942283]	[[-0.4872094518, 0.4872094518, 0.0], [0.0, -0.4872094518, 0.0], [0.0, 0.0, -0.1067899697]]	-2546.80554112308
44	590	145	62.11224	[0.8651262645, 0.0, 0.1358747366]	[[-0.4991726041, 0.4991726041, 0.0], [0.0, -0.4991726041, 0.0], [0.0, 0.0, -0.110756941]]	-2449.5865784533285
45	591	145	62.11224	[0.8800275959, 0.0, 0.1209734051]	[[-0.4827132766, 0.4827132766, 0.0], [0.0, -0.4827132766, 0.0], [0.0, 0.0, -0.0969411024]]	-2483.8979391053513
46	592	145	62.11224	[0.8484835561, 0.0, 0.1525174449]	[[-0.4845155793, 0.4845155793, 0.0], [0.0, -0.4845155793, 0.0], [0.0, 0.0, -0.1025589743]]	-2517.8917992874076
47	593	145	62.11224	[0.8322243459, 0.0, 0.1687766551]	[[-0.5182358307, 0.5182358307, 0.0], [0.0, -0.5182358307, 0.0], [0.0, 0.0, -0.0973129184]]	-2504.3183942714745
48	594	145	62.11224	[0.867905758, 0.0, 0.133095243]	[[-0.4781405457, 0.4781405457, 0.0], [0.0, -0.4781405457, 0.0], [0.0, 0.0, -0.0918428319]]	-2533.0514500669838
49	595	145	62.11224	[0.862266209, 0.0, 0.138734792]	[[-0.491527458, 0.491527458, 0.0], [0.0, -0.491527458, 0.0], [0.0, 0.0, -0.1059569443]]	-2479.781680379388
50	596	145	62.11224	[0.8900591618, 0.0, 0.1109418392]	[[-0.466208926, 0.466208926, 0.0], [0.0, -0.466208926, 0.0], [0.0, 0.0, -0.1026696244]]	-2498.612294007779
51	597	145	62.11224	[0.8241942057, 0.0, 0.1768067953]	[[-0.4814482481, 0.4814482481, 0.0], [0.0, -0.4814482481, 0.0], [0.0, 0.0, -0.0993909661]]	-2560.62222679895
52	598	145	62.11224	[0.8821447104, 0.0, 0.1188562906]	[[-0.491164964, 0.491164964, 0.0], [0.0, -0.491164964, 0.0], [0.0, 0.0, -0.1052828754]]	-2456.0714533665096
53	599	145	62.11224	[0.8130174236, 0.0, 0.1879835774]	[[-0.5001563573, 0.5001563573, 0.0], [0.0, -0.5001563573, 0.0], [0.0, 0.0, -0.1172528679]]	-2508.039086504786
54	600	145	62.11224	[0.9017121254, 0.0, 0.0992888756]	[[-0.4506604357, 0.4506604357, 0.0], [0.0, -0.4506604357, 0.0], [0.0, 0.0, -0.0978166221]]	-2517.2840034886694
