########################################
#Creatin 40 instances with tightness: 0.2
########################################
615	369	5511.769021639649
471	390	4408.589695147396
33	781	8389.682632015745
61	932	6736.004303706708
393	897	7806.343693332084
788	517	9699.532752323572
195	882	8260.583450387336
49	901	7240.605483131274
561	896	5965.09713550445
768	463	5866.713229960915
394	349	5519.133318703444
2	780	6226.047467642891
229	883	6201.356132242434
370	365	11653.021747057373
849	378	9157.39933255661
526	781	8210.501836204303
562	929	4766.605266001247
14	353	5628.917815292045
278	384	5359.407802220969
507	389	5908.862148653824
352	785	11139.88147271525
217	347	8624.279633334907
561	239	6135.12079392377
660	920	7554.340532984291
225	348	7247.026403927015
284	376	6903.2042171362655
723	911	7485.404401128429
893	379	9241.714802325614
393	910	7436.832949631202
149	930	6369.9265632807155
214	443	8266.680461777009
875	378	7196.196468362761
96	801	6095.010373422633
917	911	11048.207532333756
608	894	6019.0753132013115
171	892	6416.76171843141
365	255	9798.66374954527
217	911	8742.536365676022
525	248	7041.487091110047
98	914	6102.988480663229
