########################################
#Creatin 40 instances with tightness: 0.8
########################################
615	369	5131.919570509389
471	390	4408.589695147396
33	781	7561.735527995222
61	932	6226.3692230694705
393	897	6911.966499866919
788	517	9135.387007169353
195	882	8020.073552026099
49	901	6840.8320080536405
561	896	5325.876481392486
768	463	5866.713229960915
394	349	5519.133318703444
2	780	5863.769816725748
229	883	6046.081701225782
370	365	11102.880634920264
849	378	8589.100233411042
526	781	7888.222119215558
562	929	4595.299815171795
14	353	5170.377493126066
278	384	5251.032546585164
507	389	5732.569329067092
352	785	9739.930908445156
217	347	7901.7032008286615
561	239	5800.637338020281
660	920	7099.102781990226
225	348	7061.928801643301
284	376	6754.58288665177
723	911	7436.019196840492
893	379	8933.538588152105
393	910	7134.896495412357
149	930	6283.1138877505155
214	443	7447.1433226080035
875	378	7196.196468362761
96	801	5588.202169563698
917	911	10493.991935032394
608	894	5976.33534057013
171	892	6259.79904340872
365	255	9274.78333778793
217	911	8258.805047226164
525	248	6592.768009129245
98	914	5924.324965821412
