760.0	375.0	0.0615678	4517.0	2168.0	0.9991	0.9996221096769041	41.0	30.0	38.0	0.0	[761, 760, 758, 749, 754, 752, 743, 922, 376]
216.0	267.0	62.1375598	8115.0	3644.0	0.9999	0.9974490038474875	188.0	19.0	82.0	0.0	[217, 763, 765, 774, 776, 590, 401, 400, 398, 403, 404, 405, 406, 407, 408, 409, 410, 700, 702, 814, 268]
896.0	476.0	12.1109453	9072.0	3267.0	1.0	0.9996372184318443	234.0	101.0	200.0	0.0	[897, 443, 444, 445, 446, 447, 448, 449, 450, 508, 507, 506, 505, 504, 477]
273.0	83.0	140.3442809	6557.0	2833.0	0.9837	0.9046353494531985	93.0	345.0	388.0	0.0	[274, 820, 819, 817, 470, 471, 472, 473, 475, 476, 477, 503, 502, 501, 636, 631, 489, 630, 84]
477.0	447.0	0.0248944	4665.0	1813.0	1.0	0.9999999997487471	44.0	3.0	24.0	0.0	[478, 477, 504, 505, 506, 507, 508, 450, 449, 448]
817.0	69.0	1108.7526459	8313.0	3467.0	1.0	0.9933208905334456	1294.0	559.0	1045.0	0.0	[818, 817, 470, 471, 472, 473, 475, 476, 477, 478, 479, 480, 486, 535, 438, 437, 554, 435, 552, 618, 616, 70]
917.0	158.0	53.4017695	11040.0	5774.0	0.9971	0.9832070727061348	275.0	2.0	81.0	0.0	[918, 783, 788, 790, 796, 798, 804, 808, 584, 605, 604, 606, 403, 404, 405, 488, 682, 692, 694, 693, 703, 705, 159]
787.0	487.0	42.4894909	6359.0	3001.0	1.0	0.9936384220144544	111.0	44.0	77.0	0.0	[788, 790, 796, 798, 804, 808, 584, 588, 397, 398, 403, 404, 405, 488]
662.0	901.0	0.0298898	3042.0	1486.0	1.0	0.9968527040518926	42.0	48.0	60.0	0.0	[663, 449, 450, 508, 509, 510, 658, 661, 902]
864.0	756.0	0.7818501	8687.0	3776.0	1.0	0.9999998302784276	149.0	60.0	105.0	0.0	[865, 733, 415, 727, 721, 715, 391, 709, 711, 807, 805, 804, 798, 800, 757]
220.0	194.0	0.0079239	3578.0	1558.0	0.9999	0.9999553874937079	29.0	1.0	11.0	0.0	[221, 767, 423, 422, 421, 420, 752, 747, 741, 195]
