1	547	gamma	(0.6779079503466621, -1.0872697221648456e-23, 5.564066621134124)
2	548	gamma	(0.7352019619572511, -6.837100384880663e-23, 4.999306064293467)
3	549	weibull_min	(0.5841278721842194, -1.6431613722422452e-27, 2.6833286680193087)
4	550	weibull_min	(0.5792512899351709, -9.295336431989025e-27, 1.9849642369661344)
5	551	gamma	(0.46046367226364016, -6.728121592331488e-24, 7.731205005453793)
6	552	gamma	(0.5642695582537545, -3.628170626685716e-25, 4.595242467957197)
7	553	weibull_min	(0.6540508101588733, -3.2285375117473855e-27, 2.5694841262862638)
8	554	gamma	(0.7008374915788981, -4.366766901430221e-24, 5.544231792514468)
9	555	gamma	(0.9558233394384316, -5.488931121451081e-27, 4.144683673807318)
10	556	gamma	(0.7195999725326179, -8.859299994065605e-25, 4.91792156862442)
11	557	lognorm	(0.5248892946489443, -3.0651114882932857, 7.226935656244827)
12	558	gamma	(0.9065806461116195, -1.562191571854128e-23, 4.305135509843685)
13	559	gamma	(0.5750269328380374, -5.8927876262260684e-27, 5.851096466485658)
14	560	gamma	(0.7358202837940098, -2.0655449841677055e-23, 5.307748519262447)
15	561	gamma	(0.5929131200907634, -8.65383405361553e-24, 5.052157392197884)
16	562	gamma	(0.6619243601644991, -4.158633872069745e-24, 4.934193549631771)
17	563	lognorm	(0.45187355043930444, -4.3236363470193595, 9.073349193079215)
18	564	gamma	(0.4503394262787106, -1.1428412882036958e-24, 7.790809540029196)
19	565	weibull_min	(0.5259692203706867, -3.188798483706076e-29, 2.1863429840983915)
20	566	gamma	(0.43238328725197583, -6.826468309166637e-27, 7.134763492833013)
21	567	weibull_min	(0.5600924134268934, -5.311854294093311e-28, 1.9904415159882762)
22	568	gamma	(0.94268465438956, -9.332252545114302e-26, 3.618225934737466)
23	569	gamma	(0.8594579219206133, -1.4192983418614243e-26, 4.3300622481224895)
24	570	weibull_min	(0.6882460016680014, -2.0141722880241648e-26, 3.139464876610277)
25	571	weibull_min	(0.7921745407410645, -2.1274167946177752e-27, 4.081137811710587)
26	572	gamma	(0.4528444085512997, -1.9286496529713983e-24, 9.38283812944908)
27	573	gamma	(0.42572902327554774, -1.916501847536289e-24, 7.01833517324096)
28	574	weibull_min	(0.6882459908624008, -4.05014721202542e-27, 3.139464877837543)
29	575	gamma	(0.5765496295176297, -2.7329105491579777e-23, 5.621097790221588)
30	576	lognorm	(0.47702316810594303, -3.991349889289777, 8.66397698210044)
31	577	gamma	(0.5959307411575805, -9.908475383942622e-26, 5.838977126237937)
32	578	weibull_min	(0.8281526705438889, -8.613901104457694e-27, 3.944568077021228)
33	579	gamma	(0.6369196061664106, -1.4865717947289612e-23, 5.6944414957291265)
34	580	gamma	(0.9428219481277578, -6.834065331185356e-25, 4.503357307534474)
35	581	gamma	(0.4289227385871139, -1.3644969722230193e-22, 7.349290332536634)
36	582	gamma	(0.8781699992999614, -1.932203349204624e-27, 4.904344552348496)
37	583	gamma	(0.5323330635559, -7.126311649928197e-26, 5.763862366783028)
38	584	weibull_min	(0.7017034750335052, -1.8416236099653376e-27, 3.138697779216945)
39	585	weibull_min	(0.7405216973742266, -1.2947625446014465e-30, 3.0908044035086952)
40	586	gamma	(0.8481955217999515, -2.0098066782352622e-24, 5.244935463690981)
41	587	gamma	(0.8183423972845427, -4.028680008853805e-24, 4.19215270250766)
42	588	weibull_min	(0.5441433797833222, -2.7846737668635507e-27, 2.1749040892382023)
43	589	gamma	(0.7514158802951514, -8.722717577645249e-26, 4.4889696417493)
44	590	gamma	(0.6914001222101178, -3.7241785326081574e-23, 5.239740382686672)
45	591	gamma	(0.8525494329994787, -6.915236360677268e-22, 4.587012903667965)
46	592	gamma	(0.7735763431136613, -8.46263143496239e-25, 4.658613648477656)
47	593	weibull_min	(0.58412607639841, -5.121241877730499e-27, 2.6833300939783546)
48	594	weibull_min	(0.691870249851886, -6.149312647714735e-29, 2.6814779558087922)
49	595	weibull_min	(0.5567632457387026, -1.3451412972015212e-26, 1.8255951562837232)
50	596	gamma	(0.811221629063037, -2.0045859630403965e-25, 4.695401511191017)
51	597	gamma	(0.9538359766720825, -7.22874530502859e-26, 3.2952379506175866)
52	598	weibull_min	(0.899905758593613, -1.0742963851175525e-23, 6.481291979495603)
53	599	weibull_min	(0.6709838934562091, -3.996482011275309e-27, 2.6772236326202528)
54	600	gamma	(0.6518166071673108, -3.099481419227232e-24, 7.196583115500461)
55	601	weibull_min	(0.6709839377776803, -1.2117715517482229e-27, 2.677223590433539)
56	602	gamma	(0.7218567726655418, -1.371335895882389e-22, 5.832420832555275)
57	603	gamma	(0.5588274459873337, -9.068710433543514e-23, 6.504737082678222)
58	604	gamma	(0.6906983183254032, -3.2150717055057646e-24, 5.317393942334359)
59	605	gamma	(0.62630009860407, -1.1043979520912566e-24, 5.802414074271763)
60	606	gamma	(0.5156670260015557, -5.514433849397258e-20, 6.462502221749443)
61	607	gamma	(0.6674026872064203, -5.323580629598904e-29, 5.902857985609408)
62	608	gamma	(0.5102090593103008, -4.208378963205933e-27, 5.7911038341409835)
63	609	lognorm	(0.48094525636990726, -3.7302006072528147, 8.15837502764468)
64	610	gamma	(0.5881740192032021, -3.0036714481767796e-26, 4.6839861349435425)
65	611	gamma	(0.8009826254188137, -5.007897576994238e-24, 4.655530530871104)
66	612	gamma	(0.6832047828782117, -7.706204198489208e-26, 5.85823606391863)
67	613	weibull_min	(0.5841262728908162, -1.1402943641661086e-26, 2.6833299379518727)
68	614	weibull_min	(0.6882459686449736, -4.077386832507092e-27, 3.1394648803607716)
69	615	gamma	(0.5297864773268709, -1.576166181020355e-20, 5.0925929320543535)
70	616	weibull_min	(0.6430295357885062, -1.495175286756791e-26, 3.144456372897947)
71	617	gamma	(0.6074784652367282, -1.7553212557325205e-23, 6.981928709513186)
72	618	weibull_min	(0.8127743828826668, -6.2531271213661165e-27, 3.372954231699069)
73	619	weibull_min	(0.6123567817060191, -7.205948225795201e-27, 2.6247113749054476)
74	620	weibull_min	(0.6123775783879144, -5.960861355419759e-27, 2.624693323127312)
75	621	weibull_min	(0.9196987491096438, -1.220046502407867e-28, 3.4846930118474497)
76	622	gamma	(0.6818858991849119, -1.3066854618729232e-24, 5.494590244492432)
77	623	gamma	(0.6104155752339817, -2.8004730359108784e-25, 6.270788202776661)
78	624	weibull_min	(0.49872299004541576, -4.663708720832448e-28, 2.5644918457880617)
79	625	gamma	(0.7815164690255889, -3.0642391504592067e-18, 5.32684658627616)
80	626	gamma	(0.6573462289715797, -5.4585924401460294e-24, 5.6823316717403145)
81	627	gamma	(0.8806829996562122, -1.5930551529533652e-26, 4.756965619550161)
82	628	weibull_min	(0.7017091046161581, -3.7834272385635723e-28, 3.1386971099010355)
83	629	gamma	(0.7668226202565823, -1.138100040171338e-22, 5.776336155050576)
84	630	gamma	(0.8259379820878693, -2.485367011875803e-23, 4.983094329852982)
85	631	weibull_min	(0.560092413817284, -1.9398282084192854e-27, 1.99044151520599)
86	632	gamma	(0.664532007074279, -3.0186174353976106e-24, 8.468923587658635)
87	633	weibull_min	(0.3673468800493731, -1.2489849283893023e-26, 4.124393164472849)
88	634	gamma	(0.6095415404525981, -6.7789482116334625e-25, 5.127079554930921)
89	635	weibull_min	(0.8143156754519032, -3.2330426981226133e-25, 5.80359423217728)
90	636	gamma	(0.6524119323635589, -1.0047663623080764e-22, 4.724930479974621)
91	637	weibull_min	(0.5240687136766067, -2.2771630963581796e-28, 2.0557817959281404)
92	638	gamma	(0.6725613452689054, -4.375215887541511e-25, 5.67293758703415)
93	639	gamma	(0.5235162421487161, -6.058603450376702e-23, 5.389630800825992)
94	640	gamma	(0.6655402496171885, -5.878809847130423e-23, 5.803734050083653)
95	641	gamma	(0.7957480082571227, -3.1983042451714427e-24, 4.638134199917988)
96	642	weibull_min	(0.6164917541719175, -1.4963743602712965e-27, 2.888468306964016)
97	643	gamma	(0.5340502917122791, -9.348692510049226e-26, 5.048613815248968)
98	644	gamma	(0.4776020729450321, -2.9218853387960263e-25, 5.857688302580942)
99	645	gamma	(0.6131750776712754, -2.738142748801697e-22, 4.81755372457517)
100	646	weibull_min	(0.8127801929197297, -3.248791057036475e-27, 3.3729299908777577)
101	647	gamma	(0.6299281943143737, -5.446062531125729e-26, 7.636106036227602)
102	648	weibull_min	(0.8132253495599361, -6.758406967131961e-30, 4.005379705050656)
103	649	gamma	(0.7628175731007674, -2.1952859838574224e-23, 4.9446878892405595)
104	650	weibull_min	(0.7313055791690267, -5.141613180114771e-28, 2.6472220536961535)
105	651	gamma	(0.8915423414804624, -7.49445989469999e-24, 3.7606774923852697)
106	652	gamma	(0.8367381513884214, -2.856886527714004e-27, 3.722905549357864)
107	653	gamma	(0.30421188988719144, -2.4194388463357684e-26, 12.05180092218009)
108	654	gamma	(0.8956716368915763, -2.0730773534648047e-21, 4.7328896578548605)
109	655	weibull_min	(0.7253556829069847, -4.447107949535466e-28, 4.378883884381326)
110	656	gamma	(0.5447522876073487, -8.614211795324337e-24, 7.345111014921775)
111	657	gamma	(0.7688440599858006, -2.423274873544405e-24, 4.358525176546822)
112	658	weibull_min	(0.6540628526928944, -3.8640545470652593e-26, 2.569482886992625)
113	659	gamma	(0.6878023422708427, -1.3554068303332264e-22, 5.957559858392529)
114	660	weibull_min	(0.8281527542176259, -3.6893719140463726e-26, 3.944567811426518)
115	661	gamma	(0.9344548587860126, -4.749080582992094e-25, 3.8008650219536975)
116	662	gamma	(0.679606171787402, -3.361563984724023e-24, 5.794276525213883)
117	663	gamma	(0.6896258977767582, -9.376099294151756e-25, 5.153655247974859)
118	664	weibull_min	(0.4792878587234534, -1.1567093980241157e-25, 2.8306744285381846)
